קוד פנימי,פריט,שם פריט,מחלקה,שם קבוצה,שם ספק,שם יצרן,שם צבע,מידה,שם יובש,שונות,תאריך הקמה,ת. העברה לארכיון,ת. יציאה מארכיוןמחיר מחירון 1,,יתרת מלאי,נמכר באילת לפי ת.ז,אחריות
3282,34534551,מוניץ  אלה ויונייה,1,יין לבן יבש,מוניץ,,לבן,750,יבש,2020,25/11/2021,27/11/2022,,89,,לא,
3400,34534559,מוניץ  שקד,1,יין אדום יבש,מוניץ,,אדום,750,יבש,2020,11/05/2022,09/07/2023,,125,,כן,
3254,34534560,יקב פורה  סוביניון בלאן,1,יין לבן יבש,לה פורה יקב בוטיק,,לבן,750,יבש,2020,14/09/2021,30/11/2023,,90,,כן,
3255,34534561,יקב פורה  קברנה פרנק,1,יין אדום יבש,לה פורה יקב בוטיק,,אדום,750,יבש,2019,14/09/2021,16/09/2024,,90,,כן,
3453,34534562,יקב פורה  רוזה 2021,1,יין רוזה,לה פורה יקב בוטיק,,רוזה,750,יבש,2021,13/09/2022,30/11/2023,,100,,לא,
3454,34534563,יקב פורה  סירה 2020,1,יין אדום יבש,בן עיון יואל,,אדום,750,יבש,2020,13/09/2022,16/09/2024,,110,,כן,
3593,34534564,יקב פורה  קברנה סוביניון 2021,1,יין אדום יבש,לה פורה יקב בוטיק,,אדום,750,יבש,2021,29/03/2023,16/09/2024,,110,,כן,
3080,35415616,Greco di Tufo,1,יין לבן יבש,גשם הפצה,,לבן,750,יבש,2016,11/10/2020,17/07/2022,,95,,לא,
661,40371950,טפרברג 1950 מיוחד,1,,טפרברג,,,,,,06/12/2014,18/07/2017,,710,,לא,
3647,44201551,גלנרוטס Glenrothes  סינגל מאלט 100מ"ל,14,ויסקי,,,,100,,,10/08/2023,,,45,,לא,
2174,45361561,מזקקת רמת הגולן  תמד דבש,14,,מזקקת רמת הגולן,,,375,,,13/10/2016,07/07/2019,,45,,לא,
1919,45678910,ג'וזף מיו  סנסר,1,יין לבן יבש,בכחוס - אורי ברוך,,לבן,750,יבש,2012,05/11/2015,07/07/2019,,160,,לא,
2115,50413409,בריטוויק טוניק ווטר,5,,י.ד. עסקים,,,,,,15/07/2016,07/06/2020,,3.8,,לא,
3639,50413973,טוניק BRITVIC,16,,,,,,,,31/07/2023,25/11/2024,,5,,לא,
2323,54361581,Gwines גוורצטרמינר,1,יין לבן,גראפס,,,,,,03/09/2017,12/04/2018,,60,,לא,
2324,54361582,Gwines שרדונה,1,יין לבן,גראפס,,,,,,03/09/2017,12/04/2018,,60,,לא,
2978,54545454,קנטינה ג'וליאנו  קיאנטי 375 מ"ל,1,יין אדום יבש,גשם הפצה,,אדום,375,יבש,2018,08/04/2020,09/02/2022,,40,,לא,
2519,55899946,קובננט  סירה,1,יין אדום יבש,,,אדום,750,יבש,2016,06/03/2018,13/04/2021,,235,,לא,
2712,56789654,אדיר  פלאטו,1,יין אדום יבש,אדיר,,אדום,750,יבש,2016,01/01/2019,02/09/2022,,185,,לא,
1793,64564654,תניא  מאיר אריאל  שיראז,1,יין אדום יבש,תניא,,אדום,750,יבש,,18/05/2015,26/02/2019,,110,,לא,
3711,65421313,גבעות  קברנה פרנק מגנום 2014,1,,גבעות,,אדום,1500,יבש,2014,01/02/2024,,,600,,לא,
1985,65421364,יקב תום,1,יין אדום יבש,,,,,,,29/01/2016,18/07/2017,,100,,לא,
2030,65464564,מזקקת הגולן  אבסינט,14,,מזקקת רמת הגולן,,,750,,,13/03/2016,07/06/2020,,200,,לא,
3089,65465456,יקב צוריאל  קברנה סוביניון,1,יין אדום יבש,,,אדום,750,יבש,2018,15/10/2020,07/11/2023,,65,,כן,
4003,65465465,כרטיס ברכה REB LEGEND,18,,,,,,,,02/04/2025,,,10,11,לא,
580,93302036,Coopers  Pale Ale,16,בירה 330,טאברנקל,,,,,,17/06/2014,30/11/2015,,14,,לא,
581,93302043,Coopers  Extra Stout,16,בירה 330,טאברנקל,,,,,,17/06/2014,30/11/2015,,14,,לא,
579,93302074,Coopers Sparkling Ale,16,בירה 330,טאברנקל,,,,,,17/06/2014,30/11/2015,,14,,לא,
4025,99001001,פולטקס  פותחן,5,,,,,,,,18/05/2025,,,35,,כן,
478,111111189,שמלה קברנה סוביניון,1,יין אדום,,,,,,,13/03/2014,30/11/2015,,90,,לא,
479,111111190,שמלה מרלו,1,יין אדום,,,,,,,13/03/2014,30/11/2015,,99,,לא,
2098,231456456,מזקקת רמת הגולן  ערק גולד לייבל,14,,,,,99999,,,02/06/2016,18/07/2017,,90,,לא,
2573,255726755,פלם  דאבל מגנום  נובל 2013,1,יין אדום יבש,,,,,,,07/06/2018,13/04/2021,,,,לא,
3762,315346454,גבעות  רז,1,יין אדום יבש,גבעות,,אדום,750,יבש,2018,04/04/2024,,,450,,לא,
2272,321321321,דקנטר זכוכית 1.5 ליטר,5,,טרדינג ירושלים בע"מ,,,1500,,,28/05/2017,11/11/2024,,,,לא,
3865,321321333,הרא"ה  פטי ורדו 2023,1,יין אדום יבש,הרא"ה - אהוד קווה,,אדום,750,יבש,2023,20/09/2024,,,135,8,כן,
3866,321321334,פולטקס  שרוול קירור Pultex,5,,,,,,,,20/09/2024,,,55,4,כן,
3663,321321654,מוניץ  אביהו 2021,1,יין אדום יבש,מוניץ,,אדום,750,יבש,2021,31/08/2023,10/11/2024,,129,,לא,
703,321466454,ירדן  סירה תל פארס 06,1,יין אדום,רמת הגולן,,אדום,750,,,31/12/2014,12/07/2016,,145,,לא,
1938,321541654,בלק לייבל 700 מ"ל,14,ויסקי,,,,700,,,07/12/2015,26/03/2019,,145,,לא,
291,321564564,עמק האלה  בלנד לבן,1,יין לבן יבש,עמק האלה,,לבן,750,יבש,2014,20/01/2014,12/07/2016,,47,,לא,
3200,354354135,בירה מבשלת קדם,16,בירה 330,,,,,,,02/07/2021,,,15,,לא,
1865,354561315,נגוהות  דבשכד גדול,9,,יקב כרמי יוסף - ברבדו,,,,,,07/09/2015,30/01/2022,,60,,לא,
2675,354864361,טעימות יין,99,,,,,,,,08/11/2018,,,100,,לא,
2046,456321561,תניא  מגנום עברי,1,יין אדום יבש,תניא,,אדום,,יבש,2011,22/03/2016,10/01/2019,,200,,לא,
3575,456456456,ONA  ליקר,3,,,,,,,,06/03/2023,10/05/2024,,80,,לא,
2719,546776565,גוש עציון  מגנום עמק ברכה,1,,,,,1500,,,01/01/2019,02/05/2019,,400,,לא,
2571,546846486,AG  ארומה,1,יין אדום,,,,,,,07/06/2018,07/07/2019,,125,,לא,
1936,648494984,שילה  פסיפס,1,יין אדום יבש,שילה,,אדום,750,יבש,,06/12/2015,11/11/2019,,170,,לא,
3021,654215643,ג'ין GINETIC,14,,,,,,,,24/06/2020,30/01/2022,,165,,לא,
2045,654315616,לבני חליל 3L,1,יין אדום יבש,לבני - חברונית בע"מ,,אדום,3000,יבש,2014,22/03/2016,08/10/2019,,250,,לא,
2059,654561631,שדות שיראז טמפרניו,1,יין אדום יבש,שדות,,אדום,750,יבש,2012,04/04/2016,02/04/2019,,70,,לא,
3697,654645654,קסטל  שרדונה מגנום 2019,1,יין חצי יבש,קסטל,,לבן,1500,חצי יבש,2019,17/01/2024,,,420,1,לא,
3964,654654321,מוניץ  רענן 2024,1,יין אדום יבש,מוניץ,,אדום,750,יבש,2024,23/02/2025,,,95,18,לא,
2204,654654564,רקנאטי  קברנה סוביניון,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,,19/01/2017,18/07/2017,,100,,לא,
3083,654654654,פאר  בלאן דה נואר,1,יין לבן יבש,יקב פאר,,לבן,750,יבש,2019,12/10/2020,04/02/2021,,125,,לא,
3085,654654656,פאר  מרלו,1,יין אדום יבש,יקב פאר,,אדום,750,יבש,2019,12/10/2020,07/11/2023,,110,,כן,
2282,729000000,FANNY  ROSE 2015 750,1,יין רוזה,,,,,,,14/06/2017,07/11/2019,,,,לא,
2271,729000111,כישור  סוואנט אדום 2014,1,יין אדום יבש,תעשיות כישורית (1998)בע"מ,,,,,,28/05/2017,31/03/2019,,,,לא,
2808,764588768,וודקה מנהטן,14,,,,,,,,24/03/2019,11/11/2019,,60,,לא,
3967,850008847,טברנקל  פעמון בלנד x,1,יין אדום יבש,מצודה,,אדום,750,יבש,2023,26/02/2025,27/02/2025,,89,,לא,
2377,875201487,ברטנורא  ברצ'טו,1,יין קינוח,,,,,,,02/10/2017,23/03/2022,,,,לא,
2410,877520198,צפונה  אייס ויין,1,יין קינוח,,,,,,,12/11/2017,11/11/2019,,,,לא,
3835,999999999,עגור לבן 2023,1,יין לבן יבש,עגור,,לבן,750,יבש,2023,31/07/2024,31/07/2024,,93,,לא,
1899,1234564564,הרא"ה  נחל אלכסנדר 375 מ"ל,1,יין אדום יבש,הרא"ה - אהוד קווה,,אדום,375,יבש,2014,02/10/2015,18/07/2017,,42,,לא,
1873,1234564654,מארז שי לחג,18,,,,,,,,09/09/2015,,,1,40,לא,
508,1243598765,אלפסי,1,,גראפס,,,,,,01/04/2014,24/11/2015,,200,,לא,
3468,1904339775,דרימיה  סהר 375 מ"ל,1,יין אדום יבש,דרימיה,,אדום,375,יבש,2020,20/09/2022,30/11/2023,,49,,כן,
3806,2024060601,כרמי מבורך  קרן זהב 2022,1,יין לבן יבש,כרמי מבורך,,לבן,750,יבש,2022,06/06/2024,16/09/2024,,100,,כן,
3807,2024060602,כרמי מבורך  כתף בתרים 2020,1,יין אדום יבש,כרמי מבורך,,אדום,750,יבש,2020,06/06/2024,,,145,2,כן,
3858,2024060603,כרמי מבורך  מדברי אדום 2022,1,יין אדום יבש,כרמי מבורך,,אדום,750,יבש,2022,16/09/2024,12/08/2025,,115,,כן,
2516,2186484764,קובננט  ויונייה,1,יין לבן יבש,,,לבן,750,יבש,2016,06/03/2018,11/11/2019,,105,,לא,
2575,3165161655,כרמל לימיטד אדישן מגנום 2005,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,1500,יבש,2005,07/06/2018,30/11/2023,,750,,לא,
2495,3165161658,כרמל  לימיטד אדישן מגנום 2010,1,,,,,,,,15/02/2018,25/12/2024,,515,,לא,
3026,3165161659,כרמל  לימיטד אדישן מגנום 2013,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,1500,יבש,2013,24/06/2020,25/12/2024,,750,,לא,
2576,3313156456,בני קיקוסוי  שיכר שזיפים,14,,,,,1500,,,07/06/2018,,,129,3,לא,
2268,3344564654,AG  פורט,1,יין קינוח,,,אדום,99999,מתוק,,28/05/2017,07/06/2020,,130,,לא,
2717,3456790887,תום  קברנה פרנק,1,יין אדום,,,,,,,01/01/2019,07/06/2020,,160,,לא,
3312,3700597302,ניקה Coffey Grain Whisky,14,ויסקי,ישרקו,,,700,,,02/01/2022,02/01/2025,31/12/2024,270,,לא,
2718,4567898765,תום  שיראז,1,יין אדום,,,,,,,01/01/2019,07/06/2020,,160,,לא,
3670,5432154321,פנינה  שרדונה Penina's Wine Chardonnay 2023,1,יין לבן יבש,Peak 360,,לבן,750,יבש,2023,15/09/2023,,,100,9,כן,
3999,5432154322,פנינה הזרם קריניאן 2023,1,יין אדום יבש,Peak 360,,אדום,750,יבש,2023,28/03/2025,,,120,3,כן,
4072,5432154323,פנינה  טמפסט קריניאן 2022,1,יין אדום יבש,Peak 360,,אדום,750,יבש,2022,18/09/2025,,,125,8,כן,
2811,5486464864,Les Lauriers,1,יין אדום יבש,,,,,,,07/04/2019,17/07/2022,,160,,לא,
2214,6546155616,הרצברג  רוזה,1,יין רוזה,ב.ד.ס.פ. - הרצברג,,רוזה,750,יבש,2016,16/02/2017,26/03/2019,,62,,לא,
519,6546456156,גבעות  גופנה שרדונה קברנה 2021,1,יין לבן יבש,גבעות,,לבן,750,יבש,2021,03/04/2014,16/09/2024,,110,,לא,
3431,6546546545,פלם  2021 white label,1,יין אדום יבש,האחים פלם - הגפן,,אדום,750,יבש,2021,29/07/2022,16/09/2024,,165,,לא,
2398,7290011166,גמלא  השמורה ויונייה שרדונה עברית 2016,1,יין לבן יבש,,,,,,,09/11/2017,26/02/2019,,,,לא,
3075,7295465469,זמרת הכרם  בלנד לבן,1,יין לבן יבש,גוש עציון,,לבן,750,יבש,2018,08/10/2020,09/05/2023,,67,,כן,
2165,7653832834,מיה לוצ'ה  בלנד,1,יין אדום יבש,,,אדום,750,יבש,2015,05/10/2016,01/01/2020,,,,לא,
2105,8200078962,בולט שיפון,14,ויסקי,,,,700,,,16/06/2016,20/11/2024,,150,,לא,
497,8766299147,רמת ירושלים קברנה מרלו,1,יין אדום,האחים נחמיה,,,,,,01/04/2014,18/07/2017,,88,,לא,
2025,8767664563,קפסנס  מגנום  פרח,1,יין אדום,,,אדום,,,2013,10/03/2016,18/07/2017,,435,,לא,
3921,8775200331,שאטלוף  לבן חצי יבש 2022,1,יין חצי יבש,,,,,,,15/12/2024,,,83,,לא,
3672,8775201654,פסגות  קברנה סוביניון מבושל 2021,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2021,27/09/2023,30/11/2023,,95,,לא,
612,8775203299,שטו לגרב,1,יין אדום,צ. צור סוכנויות,,,,,,11/09/2014,18/07/2017,,80,,לא,
1917,12345678910,הרא"ה  קברנה סוביניון,1,יין אדום יבש,הרא"ה - אהוד קווה,,אדום,750,יבש,2014,05/11/2015,30/06/2019,,87,,לא,
1982,15643257032,ארזה  אריאל  שיראז,1,יין אדום יבש,,,אדום,750,יבש,2013,28/01/2016,18/07/2017,,30,,לא,
719,15643257049,אריאל  קברנה סוביניון,1,יין אדום יבש,ארזה,,אדום,750,יבש,2013,01/01/2015,18/07/2017,,39,,לא,
1980,15643257056,ארזה  אריאל  מרלו קברנה,1,יין אדום יבש,,,אדום,750,יבש,2013,28/01/2016,18/07/2017,,30,,לא,
1979,15643258428,ארזה  אריאל  סוביניון בלאן,1,יין לבן יבש,,,לבן,750,יבש,2014,28/01/2016,18/07/2017,,30,,לא,
2518,19962371905,קובננט  בלו C אדום,1,יין אדום יבש,,,אדום,750,יבש,2016,06/03/2018,07/06/2020,,125,,לא,
3328,19962372001,קובננט  ויונייה 2020,1,יין לבן יבש,,,לבן,750,יבש,2020,02/02/2022,30/11/2023,,99,,כן,
3684,20018907856,יעקב אוריה  אלפא אומגה SMLH - DUPLICATE,1,יין לבן יבש,,,לבן,750,,2021,07/12/2023,26/12/2023,,135,,לא,
2151,21458465416,שילה  פסיפס 2014,1,יין אדום יבש,,,אדום,750,יבש,2014,20/09/2016,07/06/2020,,180,,לא,
2381,21546225555,דנסינג קאמל  דוק'ס גרין ליף,16,בירה 330,,,,330,,,19/10/2017,02/02/2022,,15,,לא,
3661,23632082848,בגליאטי  ברוט רוזה 2022,1,יין רוזה,פיופ,,רוזה,750,יבש,2022,30/08/2023,16/09/2024,,75,,לא,
2022,26102909133,רביעיית כוסות,5,בירה 330,,,,,,,03/03/2016,30/10/2018,,50,,לא,
2522,31231561315,גוש עציון  GSM נחל הפירים 375 מ"ל,1,יין אדום יבש,גוש עציון,,אדום,375,יבש,2016,12/03/2018,20/02/2020,,38,,לא,
2569,32161487867,הר ברכה  גוורצטרמינר,1,יין חצי יבש,,,לבן,750,חצי יבש,,05/06/2018,28/02/2019,,,,לא,
2517,32168786654,קובננט  רוזה,1,יין רוזה,,,רוזה,750,יבש,2016,06/03/2018,07/11/2019,,85,,לא,
382,33115031119,ספסופה לבן,1,יין לבן,דלתון,,,,,,18/02/2014,24/11/2015,,55,,לא,
2644,34565413615,טפרפרג 1950,1,,,,,,,,28/09/2018,08/05/2024,,1200,,לא,
1864,35461354654,נגוהות  דבש כד 350 גר',9,,יקב כרמי יוסף - ברבדו,,,,,,07/09/2015,12/07/2022,,35,,לא,
1866,35465436456,נגוהות  דבש 30 גר',9,,יקב כרמי יוסף - ברבדו,,,,,,07/09/2015,07/06/2020,,4,,לא,
2142,37546413153,שילה  פסיפס מהדורה מיוחדת,1,יין אדום יבש,שילה,,אדום,750,יבש,2017,14/09/2016,07/11/2023,04/03/2021,330,,לא,
3947,39383009591,מיקטרז  שיפון,14,,אספיריט,,,700,,,30/01/2025,,,290,,לא,
315,40232264181,בת שלמה  שרדונה 2023,1,יין לבן יבש,בת שלמה,,לבן,750,יבש,2023,09/02/2014,,19/02/2025,145,,לא,
3386,40232264184,בת שלמה  קווי Betty's Cuvee 2017,1,יין אדום יבש,בת שלמה,,אדום,750,יבש,2017,07/04/2022,18/09/2025,18/09/2025,180,,כן,
544,40232264207,בת שלמה  סוביניון בלאן,1,יין לבן יבש,בת שלמה,,לבן,750,,,27/04/2014,07/07/2019,25/02/2018,95,,לא,
3554,51497385491,בת שלמה  Elegant Blend,1,יין לבן יבש,בת שלמה,,לבן,750,יבש,2022,23/02/2023,16/09/2024,,140,,כן,
2201,56418686816,פלם  נובל 2012,1,יין אדום יבש,האחים פלם - הגפן,,אדום,750,יבש,2012,05/01/2017,07/01/2022,,400,,לא,
1937,63453154313,גת שומרון  לייט הרווסט אדום,1,יין קינוח,גת שומרון,,אדום,750,מתוק,2010,07/12/2015,07/06/2020,,140,,לא,
2506,63458647123,דנסינג קאמל  פורטר,16,בירה 330,,,,330,,,22/02/2018,22/02/2022,,14,,לא,
405,63562530781,Trudeau - Aerator,5,,נאופלם ישראל,,,,,,28/02/2014,11/11/2024,,130,,לא,
2886,65000382404,גולני  דבש קטן,9,,מזקקת רמת הגולן,,,,,,18/09/2019,17/07/2022,,70,,לא,
3018,69349308312,לודסטון  Tropical IPA,16,,לודסטון בעמ,,,,,,24/06/2020,30/01/2022,,15,,לא,
474,73490000096,Kedem Mini,10,,צ. צור סוכנויות,,,,,,12/03/2014,18/07/2017,,7,,לא,
393,73490123610,Kedem Sparkling Concord,10,,צ. צור סוכנויות,,,,,,25/02/2014,25/11/2024,,21,,לא,
54,73490128271,Kedem  Grape Juice 1.89L,10,,צ. צור סוכנויות,,,,,,20/01/2014,07/06/2020,,35,,לא,
590,73490128493,Kedem Sparkling Peach,10,,צ. צור סוכנויות,,,,,,22/07/2014,18/09/2019,,21,,לא,
591,73490129292,Kedem Sparkling White,10,,צ. צור סוכנויות,,,,,,22/07/2014,18/09/2019,,21,,לא,
373,80004178011,SITO Rioja,1,יין אדום,ארזה,,,,,,18/02/2014,12/07/2016,,65,,לא,
3127,80244009236,באפלו טרייס,14,,איסבקו - כספי,,,,,,10/12/2020,28/05/2024,,170,,לא,
647,80432402825,Glenlivet 12,14,,פיופ,,,,,,04/11/2014,25/02/2020,,175,,לא,
2445,80432402979,גלנגרנט  סינגל מאלט 10 שנים,14,ויסקי,,,,700,,,02/01/2018,,12/09/2025,135,,לא,
3123,80432402993,גלנגרנט  מייג'ור רזרב,14,ויסקי,איסבקו - כספי,,,,,,10/12/2020,06/03/2024,,100,,לא,
632,80432403105,Glenlivet 18,14,,,,,,,,27/10/2014,25/02/2020,,290,,לא,
3247,80480015701,בקארדי לבן 200 מ"ל,14,,,,,,,,02/09/2021,28/05/2024,,35,,לא,
1966,80686011408,בוקרס וויסקי 7 שנים,14,ויסקי,,,,750,,,21/01/2016,07/06/2020,,,,לא,
1837,80686012405,Basil Hayden,14,,י.ד. עסקים,,,750,,,03/07/2015,18/07/2017,,240,,לא,
1967,80686015406,בייקר'ס וויסקי 7 שנים,14,ויסקי,,,,750,,,21/01/2016,18/07/2017,,,,לא,
2521,81452801094,יתיר  יער 2011 מגנום,1,יין אדום יבש,יתיר,,אדום,1500,יבש,2011,11/03/2018,30/11/2023,,750,,לא,
2648,82000789611,בולט בורבון,14,ויסקי,החברה המרכזית להפצת משקאות,,,700,,,07/10/2018,,02/01/2025,180,1,לא,
3665,82000789628,בולט שיפון Bulleit Rye,14,,החברה המרכזית להפצת משקאות,,,700,,,01/09/2023,,04/04/2024,185,5,לא,
2774,82184038710,ג'נטלמן ג'ק 375 מ"ל,14,,,,,,,,27/02/2019,07/06/2020,,89,,לא,
3359,82184090442,ג'ק דניאלס ליטר,14,,,,,,,,03/03/2022,28/05/2024,,,,לא,
534,84256001288,משאבת ווקום - פקק 1,5,,די.סי פאק בע"מ,,,,,,14/04/2014,10/05/2020,,70,,לא,
521,84256002094,וקובין  זוג פקקי וקום,5,,די.סי פאק בע"מ,,,,,,07/04/2014,,03/05/2024,34,,כן,
726,84256085448,משאבת ווקום - פקק 1 שחור,5,,די.סי פאק בע"מ,,,,,,13/01/2015,10/05/2020,,70,,לא,
438,84256185414,וקובין  פיית מזיגה,5,,בלהה לרר,,,,,,04/03/2014,,,34,,לא,
2050,84256185469,וקובין  מחדרר יין,5,,בלהה לרר,,,,,,23/03/2016,,,70,,כן,
407,84256388037,קרחום יין,5,,,,,,,,28/02/2014,,12/09/2023,60,,כן,
3158,84256665145,וקובין  פותחן ארנב Vacuvin,5,,בלהה לרר,,,,,,18/03/2021,11/11/2024,,205,,כן,
2322,84256665152,וקובין  פותחן ארנב,5,,,,,,,,03/09/2017,07/06/2020,,160,,לא,
540,84256688144,וקוין  חולץ פקקים,5,,,,,,,,24/04/2014,07/06/2020,,80,,לא,
541,84256764916,זוג כוסות יין אדום,5,,די.סי פאק בע"מ,,,,,,24/04/2014,30/10/2018,,50,,לא,
542,84256764923,זוג כוסות יין לבן Vacuvin,5,,די.סי פאק בע"מ,,,,,,24/04/2014,07/06/2020,,35,,לא,
1800,84256764992,זוג כוסות שמפניה,5,,די.סי פאק בע"מ,,,,,,19/05/2015,30/10/2018,,50,,לא,
2321,84256786352,פלאסק  וקווין,5,,,,,,,,03/09/2017,07/07/2019,,85,,לא,
748,85246139431,מייקרז מרק,14,,י.ד. עסקים,,,700,,,03/02/2015,07/06/2020,,180,,לא,
520,85662001336,Slivovitz,14,,צ. צור סוכנויות,,,,,,06/04/2014,07/06/2020,,195,,לא,
